Row ID,Order ID,Seperated  Order Year ,Seperated Order ID,Order Date,Ship Date,Date Difference (Ship Date - Order Date),Ship Mode,Customer ID,Derived Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Revenue
5840,CA-2015-134992,2015,134992,22-09-15,26-09-15,4,Second Class,MG-17875,17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,$32.40 ,5,0%,$15.55 ,$84.24 
5841,CA-2015-134992,2015,134992,22-09-15,26-09-15,4,Second Class,MG-17875,17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",$47.98 ,2,0%,$11.04 ,$73.89 
5842,CA-2015-126725,2015,126725,17-11-15,21-11-15,4,Standard Class,BS-11665,11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,$415.97 ,4,20%,$52.00 ,"$1,455.89 "
5843,CA-2015-126725,2015,126725,17-11-15,21-11-15,4,Standard Class,BS-11665,11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,$304.90 ,5,0%,$6.10 ,"$1,494.01 "
5844,CA-2015-126725,2015,126725,17-11-15,21-11-15,4,Standard Class,BS-11665,11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",$80.96 ,4,0%,$29.15 ,$207.26 
5845,CA-2015-126725,2015,126725,17-11-15,21-11-15,4,Standard Class,BS-11665,11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,$777.21 ,7,0%,$54.40 ,"$5,059.64 "
5846,CA-2015-126725,2015,126725,17-11-15,21-11-15,4,Standard Class,BS-11665,11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,$32.40 ,5,0%,$15.55 ,$84.24 
5847,CA-2015-126725,2015,126725,17-11-15,21-11-15,4,Standard Class,BS-11665,11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,$225.57 ,2,20%,$2.82 ,$445.50 
5848,CA-2015-126725,2015,126725,17-11-15,21-11-15,4,Standard Class,BS-11665,11665,Brian Stugart,Consumer,United States,San Diego,California,92105,West,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,$36.60 ,3,0%,$15.37 ,$63.68 
5849,CA-2015-121783,2015,121783,10-11-15,14-11-15,4,Standard Class,PO-19180,19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,$715.64 ,2,0%,$178.91 ,"$1,073.46 "
5850,CA-2015-121783,2015,121783,10-11-15,14-11-15,4,Standard Class,PO-19180,19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,$795.51 ,3,0%,$143.19 ,"$1,956.95 "
5851,CA-2015-121783,2015,121783,10-11-15,14-11-15,4,Standard Class,PO-19180,19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,$549.99 ,1,0%,$275.00 ,$275.00 
5852,CA-2015-121783,2015,121783,10-11-15,14-11-15,4,Standard Class,PO-19180,19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,$74.76 ,3,0%,$34.39 ,$121.11 
5853,CA-2015-121783,2015,121783,10-11-15,14-11-15,4,Standard Class,PO-19180,19180,Philisse Overcash,Home Office,United States,Roseville,Minnesota,55113,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,$29.22 ,3,0%,$12.86 ,$49.09 
5854,US-2014-138835,2014,138835,10-09-14,14-09-14,4,Standard Class,DA-13450,13450,Dianna Arnett,Home Office,United States,Virginia Beach,Virginia,23464,South,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,$9.64 ,2,0%,$4.72 ,$9.83 
5855,CA-2015-112214,2015,112214,05-08-15,11-08-15,6,Standard Class,AH-10690,10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",$33.49 ,7,20%,($1.26),$243.21 
5856,CA-2015-112214,2015,112214,05-08-15,11-08-15,6,Standard Class,AH-10690,10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,$23.04 ,3,20%,($4.90),$83.81 
5857,CA-2015-112214,2015,112214,05-08-15,11-08-15,6,Standard Class,AH-10690,10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,$1.36 ,1,80%,($2.18),$3.54 
5858,CA-2015-112214,2015,112214,05-08-15,11-08-15,6,Standard Class,AH-10690,10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",$14.76 ,5,60%,($11.44),$131.00 
5859,US-2017-153255,2017,153255,03-09-17,07-09-17,4,Second Class,JK-15730,15730,Joe Kamberova,Consumer,United States,Concord,California,94521,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",$239.67 ,2,15%,$14.10 ,$451.14 
5860,CA-2015-108119,2015,108119,01-11-15,08-11-15,7,Standard Class,MS-17530,17530,MaryBeth Skach,Consumer,United States,Conway,Arkansas,72032,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",$301.96 ,2,0%,$45.29 ,$513.33 
5861,CA-2015-157434,2015,157434,29-04-15,04-05-15,5,Second Class,JK-15640,15640,Jim Kriz,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,$7.97 ,2,20%,$2.89 ,$10.16 
5862,CA-2016-101525,2016,101525,01-05-16,04-05-16,3,Second Class,CM-12235,12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,$109.92 ,2,0%,$53.86 ,$112.12 
5863,CA-2016-101525,2016,101525,01-05-16,04-05-16,3,Second Class,CM-12235,12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,$19.44 ,3,0%,$9.33 ,$30.33 
5864,CA-2016-101525,2016,101525,01-05-16,04-05-16,3,Second Class,CM-12235,12235,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209,South,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,$11.16 ,2,0%,$4.35 ,$13.62 
5865,US-2014-117968,2014,117968,05-08-14,07-08-14,2,Second Class,RS-19420,19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450,East,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,$79.47 ,3,0%,$22.25 ,$171.66 
5866,US-2014-117968,2014,117968,05-08-14,07-08-14,2,Second Class,RS-19420,19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",$4.56 ,2,0%,$2.01 ,$5.11 
5867,US-2014-117968,2014,117968,05-08-14,07-08-14,2,Second Class,RS-19420,19420,Ricardo Sperren,Corporate,United States,Meriden,Connecticut,6450,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,"$1,133.35 ",5,0%,$294.67 ,"$4,193.40 "
5868,CA-2016-158211,2016,158211,04-01-16,08-01-16,4,Standard Class,BP-11185,11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,$4.67 ,1,20%,$0.58 ,$4.09 
5869,CA-2016-158211,2016,158211,04-01-16,08-01-16,4,Standard Class,BP-11185,11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,$104.58 ,6,70%,($80.18),"$1,108.55 "
5870,CA-2016-152247,2016,152247,07-11-16,12-11-16,5,Standard Class,MA-17995,17995,Michelle Arnett,Home Office,United States,Cheyenne,Wyoming,82001,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,"$1,603.14 ",4,20%,$100.20 ,"$6,011.76 "
5871,CA-2016-128223,2016,128223,14-06-16,14-06-16,0,Same Day,EB-13705,13705,Ed Braxton,Corporate,United States,Anaheim,California,92804,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled","$1,293.49 ",7,20%,$80.84 ,"$8,488.52 "
5872,CA-2016-154235,2016,154235,24-09-16,28-09-16,4,Standard Class,RD-19900,19900,Ruben Dartt,Consumer,United States,Bloomington,Indiana,47401,Central,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",$127.95 ,3,0%,$21.75 ,$318.60 
5873,CA-2017-129910,2017,129910,30-03-17,03-04-17,4,Standard Class,ME-17320,17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,31907,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",$59.76 ,1,0%,$16.73 ,$43.03 
5874,CA-2017-133095,2017,133095,04-06-17,04-06-17,0,Same Day,EH-14005,14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,72401,South,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,$108.08 ,7,0%,$54.04 ,$378.28 
5875,CA-2017-133095,2017,133095,04-06-17,04-06-17,0,Same Day,EH-14005,14005,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,72401,South,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,$9.54 ,3,0%,$4.39 ,$15.45 
5876,CA-2015-130554,2015,130554,07-04-15,09-04-15,2,First Class,FM-14290,14290,Frank Merwin,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,$11.74 ,3,20%,$1.03 ,$32.13 
5877,CA-2014-152443,2014,152443,21-05-14,26-05-14,5,Standard Class,FG-14260,14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,$447.86 ,7,0%,$219.45 ,"$1,598.86 "
5878,CA-2014-152443,2014,152443,21-05-14,26-05-14,5,Standard Class,FG-14260,14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,$17.94 ,3,0%,$8.79 ,$27.45 
5879,CA-2014-152443,2014,152443,21-05-14,26-05-14,5,Standard Class,FG-14260,14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,1841,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,$245.88 ,6,0%,$68.85 ,"$1,062.20 "
5880,CA-2016-133319,2016,133319,05-09-16,11-09-16,6,Standard Class,MV-17485,17485,Mark Van Huff,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,$192.16 ,4,0%,$92.24 ,$399.69 
5881,CA-2016-133935,2016,133935,18-09-16,22-09-16,4,Standard Class,JW-15220,15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,$801.57 ,2,20%,$50.10 ,"$1,502.94 "
5882,CA-2016-133935,2016,133935,18-09-16,22-09-16,4,Standard Class,JW-15220,15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,$368.91 ,9,0%,$180.77 ,"$1,693.30 "
5883,CA-2016-133935,2016,133935,18-09-16,22-09-16,4,Standard Class,JW-15220,15220,Jane Waco,Corporate,United States,San Diego,California,92105,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",$885.53 ,9,20%,($99.62),"$8,866.35 "
5884,CA-2016-136301,2016,136301,13-03-16,15-03-16,2,Second Class,EH-13765,13765,Edward Hooks,Corporate,United States,San Francisco,California,94109,West,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",$28.28 ,2,0%,$7.35 ,$41.85 
5885,CA-2016-136301,2016,136301,13-03-16,15-03-16,2,Second Class,EH-13765,13765,Edward Hooks,Corporate,United States,San Francisco,California,94109,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,"$4,912.59 ",3,0%,$196.50 ,"$14,148.26 "
5886,US-2014-109456,2014,109456,16-10-14,17-10-14,1,Same Day,LS-17245,17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,$14.35 ,3,20%,$5.02 ,$27.99 
5887,US-2014-109456,2014,109456,16-10-14,17-10-14,1,Same Day,LS-17245,17245,Lynn Smith,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,$179.97 ,3,0%,$86.39 ,$280.75 
5888,CA-2017-151596,2017,151596,08-10-17,11-10-17,3,First Class,BP-11050,11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,2920,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",$42.76 ,1,0%,$11.12 ,$31.64 
5889,CA-2015-147879,2015,147879,07-05-15,12-05-15,5,Standard Class,CC-12220,12220,Chris Cortes,Consumer,United States,Owensboro,Kentucky,42301,South,OFF-PA-10001952,Office Supplies,Paper,Xerox 1902,$45.68 ,2,0%,$21.01 ,$49.33 
5890,CA-2016-166625,2016,166625,14-04-16,17-04-16,3,First Class,JM-15580,15580,Jill Matthias,Consumer,United States,Baltimore,Maryland,21215,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,$25.06 ,2,0%,$11.78 ,$26.56 
5891,CA-2016-146157,2016,146157,21-11-16,26-11-16,5,Standard Class,RD-19720,19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,$38.43 ,1,20%,$13.45 ,$24.98 
5892,CA-2016-146157,2016,146157,21-11-16,26-11-16,5,Standard Class,RD-19720,19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",$21.57 ,2,20%,$1.62 ,$39.90 
5893,CA-2016-146157,2016,146157,21-11-16,26-11-16,5,Standard Class,RD-19720,19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,$81.58 ,3,20%,$2.04 ,$238.61 
5894,CA-2017-159954,2017,159954,10-09-17,14-09-17,4,Standard Class,SS-20410,20410,Shahid Shariari,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,$2.78 ,1,0%,$1.36 ,$1.42 
5895,CA-2017-100825,2017,100825,09-09-17,14-09-17,5,Standard Class,KD-16495,16495,Keith Dawkins,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,$99.87 ,3,0%,$23.97 ,$227.70 
5896,CA-2014-168305,2014,168305,01-11-14,08-11-14,7,Standard Class,PL-18925,18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,$44.40 ,3,0%,$22.20 ,$66.60 
5897,CA-2014-168305,2014,168305,01-11-14,08-11-14,7,Standard Class,PL-18925,18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,$21.40 ,5,0%,$9.63 ,$58.85 
5898,CA-2016-167682,2016,167682,03-04-16,09-04-16,6,Standard Class,ZD-21925,21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",$71.12 ,4,0%,$22.05 ,$196.29 
5899,CA-2016-167682,2016,167682,03-04-16,09-04-16,6,Standard Class,ZD-21925,21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374,Central,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,$259.96 ,4,0%,$124.78 ,$540.72 
5900,CA-2017-108000,2017,108000,12-01-17,16-01-17,4,Standard Class,LS-16945,16945,Linda Southworth,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,$9.78 ,1,0%,$4.89 ,$4.89 
5901,CA-2015-146465,2015,146465,20-11-15,24-11-15,4,Standard Class,PB-18805,18805,Patrick Bzostek,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,$24.19 ,9,20%,$7.56 ,$149.69 
5902,CA-2016-159639,2016,159639,27-11-16,02-12-16,5,Standard Class,PC-18745,18745,Pamela Coakley,Corporate,United States,Westfield,New Jersey,7090,East,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,$31.56 ,3,0%,$10.41 ,$63.44 
5903,US-2017-153948,2017,153948,06-11-17,06-11-17,0,Same Day,FM-14290,14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,$59.94 ,3,0%,$28.17 ,$95.30 
5904,US-2017-153948,2017,153948,06-11-17,06-11-17,0,Same Day,FM-14290,14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,$45.36 ,4,0%,$22.23 ,$92.53 
5905,US-2017-153948,2017,153948,06-11-17,06-11-17,0,Same Day,FM-14290,14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,$26.40 ,5,0%,$12.67 ,$68.64 
5906,US-2017-153948,2017,153948,06-11-17,06-11-17,0,Same Day,FM-14290,14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-LA-10000414,Office Supplies,Labels,Avery 503,$41.40 ,4,0%,$19.87 ,$86.11 
5907,US-2017-153948,2017,153948,06-11-17,06-11-17,0,Same Day,FM-14290,14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,$16.95 ,1,0%,$1.02 ,$15.93 
5908,US-2016-113985,2016,113985,02-12-16,07-12-16,5,Standard Class,KD-16495,16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,$24.70 ,2,20%,$9.26 ,$30.88 
5909,US-2016-113985,2016,113985,02-12-16,07-12-16,5,Standard Class,KD-16495,16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",$59.70 ,3,0%,$26.87 ,$98.51 
5910,US-2016-113985,2016,113985,02-12-16,07-12-16,5,Standard Class,KD-16495,16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",$14.52 ,3,0%,$5.66 ,$26.57 
5911,US-2016-113985,2016,113985,02-12-16,07-12-16,5,Standard Class,KD-16495,16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,$104.18 ,3,20%,$33.86 ,$210.97 
5912,CA-2016-155383,2016,155383,17-12-16,22-12-16,5,Standard Class,SC-20680,20680,Steve Carroll,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",$46.53 ,3,0%,$13.03 ,$100.50 
5913,CA-2014-120432,2014,120432,24-08-14,26-08-14,2,Second Class,DW-13585,13585,Dorothy Wardle,Corporate,United States,Owensboro,Kentucky,42301,South,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,$25.50 ,3,0%,$6.63 ,$56.61 
5914,US-2015-126977,2015,126977,17-09-15,23-09-15,6,Standard Class,PF-19120,19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,$14.90 ,5,0%,$1.04 ,$69.29 
5915,US-2015-126977,2015,126977,17-09-15,23-09-15,6,Standard Class,PF-19120,19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,$87.71 ,7,0%,$41.22 ,$325.40 
5916,US-2015-126977,2015,126977,17-09-15,23-09-15,6,Standard Class,PF-19120,19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,$199.76 ,2,10%,$8.88 ,$381.77 
5917,US-2015-126977,2015,126977,17-09-15,23-09-15,6,Standard Class,PF-19120,19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,$94.60 ,4,0%,$27.43 ,$268.66 
5918,US-2015-126977,2015,126977,17-09-15,23-09-15,6,Standard Class,PF-19120,19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","$4,228.70 ",6,20%,$158.58 ,"$24,420.77 "
5919,US-2015-126977,2015,126977,17-09-15,23-09-15,6,Standard Class,PF-19120,19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,"$2,003.92 ",5,20%,($25.05),"$10,144.85 "
5920,US-2015-126977,2015,126977,17-09-15,23-09-15,6,Standard Class,PF-19120,19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,$209.97 ,3,0%,$58.79 ,$453.54 
5921,US-2015-126977,2015,126977,17-09-15,23-09-15,6,Standard Class,PF-19120,19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,$659.90 ,2,0%,$217.77 ,$884.27 
5922,US-2015-126977,2015,126977,17-09-15,23-09-15,6,Standard Class,PF-19120,19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",$110.96 ,2,0%,$53.26 ,$115.40 
5923,US-2015-126977,2015,126977,17-09-15,23-09-15,6,Standard Class,PF-19120,19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,$67.80 ,4,0%,$1.36 ,$265.78 
5924,CA-2016-130288,2016,130288,26-11-16,30-11-16,4,Second Class,DK-13225,13225,Dean Katz,Corporate,United States,New York City,New York,10011,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",$313.18 ,2,40%,($120.05),$866.45 
5925,CA-2017-146458,2017,146458,19-11-17,22-11-17,3,Second Class,RB-19435,19435,Richard Bierner,Consumer,United States,Springfield,Virginia,22153,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,$22.96 ,7,0%,$6.66 ,$114.11 
5926,CA-2017-150420,2017,150420,03-06-17,08-06-17,5,Standard Class,GD-14590,14590,Giulietta Dortch,Corporate,United States,Bellingham,Washington,98226,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,"$1,099.50 ",10,0%,$362.84 ,"$7,366.65 "
5927,US-2014-118997,2014,118997,08-04-14,12-04-14,4,Standard Class,RA-19885,19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","$1,215.92 ",8,0%,$316.14 ,"$7,198.25 "
5928,CA-2014-114314,2014,114314,11-10-14,15-10-14,4,Standard Class,DB-13555,13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,$7.31 ,1,0%,$3.44 ,$3.87 
5929,CA-2014-114314,2014,114314,11-10-14,15-10-14,4,Standard Class,DB-13555,13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,$8.92 ,4,0%,$3.92 ,$19.98 
5930,US-2017-169551,2017,169551,07-07-17,09-07-17,2,First Class,RL-19615,19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,$87.21 ,3,50%,($45.35),$397.68 
5931,US-2017-169551,2017,169551,07-07-17,09-07-17,2,First Class,RL-19615,19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,$15.55 ,3,20%,$5.44 ,$30.33 
5932,US-2017-169551,2017,169551,07-07-17,09-07-17,2,First Class,RL-19615,19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,$683.99 ,2,40%,($114.00),"$1,595.97 "
5933,US-2017-169551,2017,169551,07-07-17,09-07-17,2,First Class,RL-19615,19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,$13.39 ,3,20%,$1.00 ,$37.16 
5934,US-2017-169551,2017,169551,07-07-17,09-07-17,2,First Class,RL-19615,19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,$16.78 ,3,20%,$4.82 ,$35.86 
